01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala ,09. Símbolo,10. Valor
1960,,Portugal,,,,, por 1000 pessoas,,24.1
1960,Alemanha,,,,,, por 1000 pessoas,,17.4
1960,Áustria,,,,,, por 1000 pessoas,,17.9
1960,Bélgica,,,,,, por 1000 pessoas,,16.8
1960,Bulgária,,,,,, por 1000 pessoas,,17.8
1960,Chéquia,,,,,, por 1000 pessoas,,13.4
1960,Chipre,,,,,, por 1000 pessoas,x,
1960,Croácia,,,,,, por 1000 pessoas,,18.4
1960,Dinamarca,,,,,, por 1000 pessoas,,16.6
1960,Eslováquia,,,,,, por 1000 pessoas,,21.7
1960,Eslovénia,,,,,, por 1000 pessoas,,17.6
1960,Espanha,,,,,, por 1000 pessoas,,21.7
1960,Estónia,,,,,, por 1000 pessoas,,16.7
1960,Finlândia,,,,,, por 1000 pessoas,,18.5
1960,França,,,,,, por 1000 pessoas,x,
1960,Grécia,,,,,, por 1000 pessoas,,18.9
1960,Hungria,,,,,, por 1000 pessoas,,14.7
1960,Irlanda,,,,,, por 1000 pessoas,,21.5
1960,Itália,,,,,, por 1000 pessoas,,18.1
1960,Letónia,,,,,, por 1000 pessoas,,16.7
1960,Lituânia,,,,,, por 1000 pessoas,,22.5
1960,Luxemburgo,,,,,, por 1000 pessoas,,16.0
1960,Malta,,,,,, por 1000 pessoas,,26.2
1960,Países Baixos,,,,,, por 1000 pessoas,,20.8
1960,Polónia,,,,,, por 1000 pessoas,,22.6
1960,Portugal,,,,,, por 1000 pessoas,,24.1
1960,Roménia,,,,,, por 1000 pessoas,,19.1
1960,Suécia,,,,,, por 1000 pessoas,,13.7
1961,,Portugal,,,,, por 1000 pessoas,,24.4
1961,Alemanha,,,,,, por 1000 pessoas,,18.0
1961,Áustria,,,,,, por 1000 pessoas,,18.6
1961,Bélgica,,,,,, por 1000 pessoas,,17.3
1961,Bulgária,,,,,, por 1000 pessoas,,17.4
1961,Chéquia,,,,,, por 1000 pessoas,,13.7
1961,Chipre,,,,,, por 1000 pessoas,,26.2
1961,Croácia,,,,,, por 1000 pessoas,,17.8
1961,Dinamarca,,,,,, por 1000 pessoas,,16.6
1961,Eslováquia,,,,,, por 1000 pessoas,,20.8
1961,Eslovénia,,,,,, por 1000 pessoas,,18.2
1961,Espanha,,,,,, por 1000 pessoas,,21.2
1961,Estónia,,,,,, por 1000 pessoas,,16.5
1961,Finlândia,,,,,, por 1000 pessoas,,18.4
1961,França,,,,,, por 1000 pessoas,x,
1961,Grécia,,,,,, por 1000 pessoas,,17.9
1961,Hungria,,,,,, por 1000 pessoas,,14.0
1961,Irlanda,,,,,, por 1000 pessoas,,21.2
1961,Itália,,,,,, por 1000 pessoas,,18.4
1961,Letónia,,,,,, por 1000 pessoas,,16.7
1961,Lituânia,,,,,, por 1000 pessoas,,22.2
1961,Luxemburgo,,,,,, por 1000 pessoas,,16.1
1961,Malta,,,,,, por 1000 pessoas,,23.6
1961,Países Baixos,,,,,, por 1000 pessoas,,21.3
1961,Polónia,,,,,, por 1000 pessoas,,20.9
1961,Portugal,,,,,, por 1000 pessoas,,24.4
1961,Roménia,,,,,, por 1000 pessoas,,17.5
1961,Suécia,,,,,, por 1000 pessoas,,13.9
1962,,Portugal,,,,, por 1000 pessoas,,24.5
1962,Alemanha,,,,,, por 1000 pessoas,,17.9
1962,Áustria,,,,,, por 1000 pessoas,,18.7
1962,Bélgica,,,,,, por 1000 pessoas,,16.8
1962,Bulgária,,,,,, por 1000 pessoas,,16.7
1962,Chéquia,,,,,, por 1000 pessoas,,13.9
1962,Chipre,,,,,, por 1000 pessoas,,25.6
1962,Croácia,,,,,, por 1000 pessoas,,17.2
1962,Dinamarca,,,,,, por 1000 pessoas,,16.7
1962,Eslováquia,,,,,, por 1000 pessoas,,19.8
1962,Eslovénia,,,,,, por 1000 pessoas,,18.1
1962,Espanha,,,,,, por 1000 pessoas,,21.1
1962,Estónia,,,,,, por 1000 pessoas,,16.1
1962,Finlândia,,,,,, por 1000 pessoas,,18.1
1962,França,,,,,, por 1000 pessoas,x,
1962,Grécia,,,,,, por 1000 pessoas,,18.0
1962,Hungria,,,,,, por 1000 pessoas,,12.9
1962,Irlanda,,,,,, por 1000 pessoas,,21.8
1962,Itália,,,,,, por 1000 pessoas,,18.4
1962,Letónia,,,,,, por 1000 pessoas,,16.1
1962,Lituânia,,,,,, por 1000 pessoas,,20.9
1962,Luxemburgo,,,,,, por 1000 pessoas,,16.0
1962,Malta,,,,,, por 1000 pessoas,,23.2
1962,Países Baixos,,,,,, por 1000 pessoas,,20.9
1962,Polónia,,,,,, por 1000 pessoas,,19.8
1962,Portugal,,,,,, por 1000 pessoas,,24.5
1962,Roménia,,,,,, por 1000 pessoas,,16.2
1962,Suécia,,,,,, por 1000 pessoas,,14.2
1963,,Portugal,,,,, por 1000 pessoas,,23.5
1963,Alemanha,,,,,, por 1000 pessoas,,18.3
1963,Áustria,,,,,, por 1000 pessoas,,18.8
1963,Bélgica,,,,,, por 1000 pessoas,,17.1
1963,Bulgária,,,,,, por 1000 pessoas,,16.4
1963,Chéquia,,,,,, por 1000 pessoas,,15.4
1963,Chipre,,,,,, por 1000 pessoas,,25.1
1963,Croácia,,,,,, por 1000 pessoas,,16.5
1963,Dinamarca,,,,,, por 1000 pessoas,,17.6
1963,Eslováquia,,,,,, por 1000 pessoas,,20.4
1963,Eslovénia,,,,,, por 1000 pessoas,,18.0
1963,Espanha,,,,,, por 1000 pessoas,,21.4
1963,Estónia,,,,,, por 1000 pessoas,,15.3
1963,Finlândia,,,,,, por 1000 pessoas,,18.2
1963,França,,,,,, por 1000 pessoas,x,
1963,Grécia,,,,,, por 1000 pessoas,,17.5
1963,Hungria,,,,,, por 1000 pessoas,,13.1
1963,Irlanda,,,,,, por 1000 pessoas,,22.2
1963,Itália,,,,,, por 1000 pessoas,,18.7
1963,Letónia,,,,,, por 1000 pessoas,,15.3
1963,Lituânia,,,,,, por 1000 pessoas,,19.7
1963,Luxemburgo,,,,,, por 1000 pessoas,,15.8
1963,Malta,,,,,, por 1000 pessoas,,20.7
1963,Países Baixos,,,,,, por 1000 pessoas,,20.9
1963,Polónia,,,,,, por 1000 pessoas,,19.2
1963,Portugal,,,,,, por 1000 pessoas,,23.5
1963,Roménia,,,,,, por 1000 pessoas,,15.7
1963,Suécia,,,,,, por 1000 pessoas,,14.8
1964,,Portugal,,,,, por 1000 pessoas,,24.0
1964,Alemanha,,,,,, por 1000 pessoas,,18.3
1964,Áustria,,,,,, por 1000 pessoas,,18.5
1964,Bélgica,,,,,, por 1000 pessoas,,17.2
1964,Bulgária,,,,,, por 1000 pessoas,,16.1
1964,Chéquia,,,,,, por 1000 pessoas,,15.9
1964,Chipre,,,,,, por 1000 pessoas,,24.2
1964,Croácia,,,,,, por 1000 pessoas,,16.2
1964,Dinamarca,,,,,, por 1000 pessoas,,17.7
1964,Eslováquia,,,,,, por 1000 pessoas,,20.1
1964,Eslovénia,,,,,, por 1000 pessoas,,17.9
1964,Espanha,,,,,, por 1000 pessoas,,22.0
1964,Estónia,,,,,, por 1000 pessoas,,15.4
1964,Finlândia,,,,,, por 1000 pessoas,,17.7
1964,França,,,,,, por 1000 pessoas,x,
1964,Grécia,,,,,, por 1000 pessoas,,18.0
1964,Hungria,,,,,, por 1000 pessoas,,13.1
1964,Irlanda,,,,,, por 1000 pessoas,,22.4
1964,Itália,,,,,, por 1000 pessoas,,19.7
1964,Letónia,,,,,, por 1000 pessoas,,14.8
1964,Lituânia,,,,,, por 1000 pessoas,,19.0
1964,Luxemburgo,,,,,, por 1000 pessoas,,16.0
1964,Malta,,,,,, por 1000 pessoas,,19.9
1964,Países Baixos,,,,,, por 1000 pessoas,,20.7
1964,Polónia,,,,,, por 1000 pessoas,,18.1
1964,Portugal,,,,,, por 1000 pessoas,,24.0
1964,Roménia,,,,,, por 1000 pessoas,,15.2
1964,Suécia,,,,,, por 1000 pessoas,,16.0
1965,,Portugal,,,,, por 1000 pessoas,,23.4
1965,Alemanha,,,,,, por 1000 pessoas,,17.7
1965,Áustria,,,,,, por 1000 pessoas,,17.9
1965,Bélgica,,,,,, por 1000 pessoas,,16.4
1965,Bulgária,,,,,, por 1000 pessoas,,15.3
1965,Chéquia,,,,,, por 1000 pessoas,,15.1
1965,Chipre,,,,,, por 1000 pessoas,,23.2
1965,Croácia,,,,,, por 1000 pessoas,,16.6
1965,Dinamarca,,,,,, por 1000 pessoas,,18.0
1965,Eslováquia,,,,,, por 1000 pessoas,,19.3
1965,Eslovénia,,,,,, por 1000 pessoas,,18.5
1965,Espanha,,,,,, por 1000 pessoas,,21.1
1965,Estónia,,,,,, por 1000 pessoas,,14.6
1965,Finlândia,,,,,, por 1000 pessoas,,17.1
1965,França,,,,,, por 1000 pessoas,x,
1965,Grécia,,,,,, por 1000 pessoas,,17.7
1965,Hungria,,,,,, por 1000 pessoas,,13.1
1965,Irlanda,,,,,, por 1000 pessoas,,22.1
1965,Itália,,,,,, por 1000 pessoas,,19.0
1965,Letónia,,,,,, por 1000 pessoas,,13.8
1965,Lituânia,,,,,, por 1000 pessoas,,18.1
1965,Luxemburgo,,,,,, por 1000 pessoas,,16.0
1965,Malta,,,,,, por 1000 pessoas,,17.7
1965,Países Baixos,,,,,, por 1000 pessoas,,19.9
1965,Polónia,,,,,, por 1000 pessoas,,17.4
1965,Portugal,,,,,, por 1000 pessoas,,23.4
1965,Roménia,,,,,, por 1000 pessoas,,14.6
1965,Suécia,,,,,, por 1000 pessoas,,15.9
1966,,Portugal,,,,, por 1000 pessoas,,23.2
1966,Alemanha,,,,,, por 1000 pessoas,,17.6
1966,Áustria,,,,,, por 1000 pessoas,,17.6
1966,Bélgica,,,,,, por 1000 pessoas,,15.9
1966,Bulgária,,,,,, por 1000 pessoas,,14.9
1966,Chéquia,,,,,, por 1000 pessoas,,14.4
1966,Chipre,,,,,, por 1000 pessoas,,22.3
1966,Croácia,,,,,, por 1000 pessoas,,16.5
1966,Dinamarca,,,,,, por 1000 pessoas,,18.4
1966,Eslováquia,,,,,, por 1000 pessoas,,18.5
1966,Eslovénia,,,,,, por 1000 pessoas,,18.5
1966,Espanha,,,,,, por 1000 pessoas,,20.7
1966,Estónia,,,,,, por 1000 pessoas,,14.2
1966,Finlândia,,,,,, por 1000 pessoas,,17.0
1966,França,,,,,, por 1000 pessoas,x,
1966,Grécia,,,,,, por 1000 pessoas,,18.0
1966,Hungria,,,,,, por 1000 pessoas,,13.6
1966,Irlanda,,,,,, por 1000 pessoas,,21.5
1966,Itália,,,,,, por 1000 pessoas,,18.7
1966,Letónia,,,,,, por 1000 pessoas,,14.0
1966,Lituânia,,,,,, por 1000 pessoas,,18.0
1966,Luxemburgo,,,,,, por 1000 pessoas,,15.6
1966,Malta,,,,,, por 1000 pessoas,,16.9
1966,Países Baixos,,,,,, por 1000 pessoas,,19.2
1966,Polónia,,,,,, por 1000 pessoas,,16.8
1966,Portugal,,,,,, por 1000 pessoas,,23.2
1966,Roménia,,,,,, por 1000 pessoas,,14.2
1966,Suécia,,,,,, por 1000 pessoas,,15.8
1967,,Portugal,,,,, por 1000 pessoas,,22.8
1967,Alemanha,,,,,, por 1000 pessoas,,17.0
1967,Áustria,,,,,, por 1000 pessoas,,17.3
1967,Bélgica,,,,,, por 1000 pessoas,,15.3
1967,Bulgária,,,,,, por 1000 pessoas,,15.0
1967,Chéquia,,,,,, por 1000 pessoas,,14.1
1967,Chipre,,,,,, por 1000 pessoas,,21.3
1967,Croácia,,,,,, por 1000 pessoas,,15.5
1967,Dinamarca,,,,,, por 1000 pessoas,,16.8
1967,Eslováquia,,,,,, por 1000 pessoas,,17.4
1967,Eslovénia,,,,,, por 1000 pessoas,,17.7
1967,Espanha,,,,,, por 1000 pessoas,,20.7
1967,Estónia,,,,,, por 1000 pessoas,,14.2
1967,Finlândia,,,,,, por 1000 pessoas,,16.8
1967,França,,,,,, por 1000 pessoas,x,
1967,Grécia,,,,,, por 1000 pessoas,,18.8
1967,Hungria,,,,,, por 1000 pessoas,,14.6
1967,Irlanda,,,,,, por 1000 pessoas,,21.1
1967,Itália,,,,,, por 1000 pessoas,,17.9
1967,Letónia,,,,,, por 1000 pessoas,,14.0
1967,Lituânia,,,,,, por 1000 pessoas,,17.7
1967,Luxemburgo,,,,,, por 1000 pessoas,,14.8
1967,Malta,,,,,, por 1000 pessoas,,17.0
1967,Países Baixos,,,,,, por 1000 pessoas,,18.9
1967,Polónia,,,,,, por 1000 pessoas,,16.3
1967,Portugal,,,,,, por 1000 pessoas,,22.8
1967,Roménia,,,,,, por 1000 pessoas,,27.0
1967,Suécia,,,,,, por 1000 pessoas,,15.4
1968,,Portugal,,,,, por 1000 pessoas,,22.1
1968,Alemanha,,,,,, por 1000 pessoas,,16.1
1968,Áustria,,,,,, por 1000 pessoas,,17.0
1968,Bélgica,,,,,, por 1000 pessoas,,14.8
1968,Bulgária,,,,,, por 1000 pessoas,,16.9
1968,Chéquia,,,,,, por 1000 pessoas,,13.9
1968,Chipre,,,,,, por 1000 pessoas,,20.5
1968,Croácia,,,,,, por 1000 pessoas,,15.0
1968,Dinamarca,,,,,, por 1000 pessoas,,15.3
1968,Eslováquia,,,,,, por 1000 pessoas,,17.0
1968,Eslovénia,,,,,, por 1000 pessoas,,16.8
1968,Espanha,,,,,, por 1000 pessoas,,20.1
1968,Estónia,,,,,, por 1000 pessoas,,14.9
1968,Finlândia,,,,,, por 1000 pessoas,,15.9
1968,França,,,,,, por 1000 pessoas,x,
1968,Grécia,,,,,, por 1000 pessoas,,18.4
1968,Hungria,,,,,, por 1000 pessoas,,15.1
1968,Irlanda,,,,,, por 1000 pessoas,,20.9
1968,Itália,,,,,, por 1000 pessoas,,17.5
1968,Letónia,,,,,, por 1000 pessoas,,14.1
1968,Lituânia,,,,,, por 1000 pessoas,,17.6
1968,Luxemburgo,,,,,, por 1000 pessoas,,14.0
1968,Malta,,,,,, por 1000 pessoas,,16.7
1968,Países Baixos,,,,,, por 1000 pessoas,,18.6
1968,Polónia,,,,,, por 1000 pessoas,,16.3
1968,Portugal,,,,,, por 1000 pessoas,,22.1
1968,Roménia,,,,,, por 1000 pessoas,,26.6
1968,Suécia,,,,,, por 1000 pessoas,,14.3
1969,,Portugal,,,,, por 1000 pessoas,,21.7
1969,Alemanha,,,,,, por 1000 pessoas,,14.9
1969,Áustria,,,,,, por 1000 pessoas,,16.3
1969,Bélgica,,,,,, por 1000 pessoas,,14.7
1969,Bulgária,,,,,, por 1000 pessoas,,17.0
1969,Chéquia,,,,,, por 1000 pessoas,,14.5
1969,Chipre,,,,,, por 1000 pessoas,,19.8
1969,Croácia,,,,,, por 1000 pessoas,,14.5
1969,Dinamarca,,,,,, por 1000 pessoas,,14.6
1969,Eslováquia,,,,,, por 1000 pessoas,,17.7
1969,Eslovénia,,,,,, por 1000 pessoas,,16.3
1969,Espanha,,,,,, por 1000 pessoas,,19.9
1969,Estónia,,,,,, por 1000 pessoas,,15.4
1969,Finlândia,,,,,, por 1000 pessoas,,14.6
1969,França,,,,,, por 1000 pessoas,x,
1969,Grécia,,,,,, por 1000 pessoas,,17.6
1969,Hungria,,,,,, por 1000 pessoas,,15.0
1969,Irlanda,,,,,, por 1000 pessoas,,21.5
1969,Itália,,,,,, por 1000 pessoas,,17.4
1969,Letónia,,,,,, por 1000 pessoas,,14.0
1969,Lituânia,,,,,, por 1000 pessoas,,17.5
1969,Luxemburgo,,,,,, por 1000 pessoas,,13.3
1969,Malta,,,,,, por 1000 pessoas,,16.7
1969,Países Baixos,,,,,, por 1000 pessoas,,19.2
1969,Polónia,,,,,, por 1000 pessoas,,16.4
1969,Portugal,,,,,, por 1000 pessoas,,21.7
1969,Roménia,,,,,, por 1000 pessoas,,23.3
1969,Suécia,,,,,, por 1000 pessoas,,13.5
1970,,Portugal,,,,, por 1000 pessoas,,20.8
1970,Alemanha,,,,,, por 1000 pessoas,,13.3
1970,Áustria,,,,,, por 1000 pessoas,,15.0
1970,Bélgica,,,,,, por 1000 pessoas,,14.7
1970,Bulgária,,,,,, por 1000 pessoas,,16.3
1970,Chéquia,,,,,, por 1000 pessoas,,15.0
1970,Chipre,,,,,, por 1000 pessoas,,19.2
1970,Croácia,,,,,, por 1000 pessoas,,13.8
1970,Dinamarca,,,,,, por 1000 pessoas,,14.4
1970,Eslováquia,,,,,, por 1000 pessoas,,17.8
1970,Eslovénia,,,,,, por 1000 pessoas,,15.9
1970,Espanha,,,,,, por 1000 pessoas,,19.5
1970,Estónia,,,,,, por 1000 pessoas,,15.8
1970,Finlândia,,,,,, por 1000 pessoas,,14.0
1970,França,,,,,, por 1000 pessoas,x,
1970,Grécia,,,,,, por 1000 pessoas,,16.5
1970,Hungria,,,,,, por 1000 pessoas,,14.7
1970,Irlanda,,,,,, por 1000 pessoas,,21.8
1970,Itália,,,,,, por 1000 pessoas,,16.7
1970,Letónia,,,,,, por 1000 pessoas,,14.6
1970,Lituânia,,,,,, por 1000 pessoas,,17.7
1970,Luxemburgo,,,,,, por 1000 pessoas,,13.0
1970,Malta,,,,,, por 1000 pessoas,,17.6
1970,Países Baixos,,,,,, por 1000 pessoas,,18.3
1970,Polónia,,,,,, por 1000 pessoas,,16.8
1970,Portugal,,,,,, por 1000 pessoas,,20.8
1970,Roménia,,,,,, por 1000 pessoas,,21.1
1970,Suécia,,,,,, por 1000 pessoas,,13.7
1971,,Portugal,,,,, por 1000 pessoas,,21.0
1971,Alemanha,,,,,, por 1000 pessoas,,12.7
1971,Áustria,,,,,, por 1000 pessoas,,14.5
1971,Bélgica,,,,,, por 1000 pessoas,,14.6
1971,Bulgária,,,,,, por 1000 pessoas,,15.9
1971,Chéquia,,,,,, por 1000 pessoas,,15.7
1971,Chipre,,,,,, por 1000 pessoas,,18.8
1971,Croácia,,,,,, por 1000 pessoas,,14.6
1971,Dinamarca,,,,,, por 1000 pessoas,,15.2
1971,Eslováquia,,,,,, por 1000 pessoas,,18.2
1971,Eslovénia,,,,,, por 1000 pessoas,,16.3
1971,Espanha,,,,,, por 1000 pessoas,,19.6
1971,Estónia,,,,,, por 1000 pessoas,,16.1
1971,Finlândia,,,,,, por 1000 pessoas,,13.2
1971,França,,,,,, por 1000 pessoas,x,
1971,Grécia,,,,,, por 1000 pessoas,,16.0
1971,Hungria,,,,,, por 1000 pessoas,,14.5
1971,Irlanda,,,,,, por 1000 pessoas,,22.6
1971,Itália,,,,,, por 1000 pessoas,,16.8
1971,Letónia,,,,,, por 1000 pessoas,,14.8
1971,Lituânia,,,,,, por 1000 pessoas,,17.6
1971,Luxemburgo,,,,,, por 1000 pessoas,,13.0
1971,Malta,,,,,, por 1000 pessoas,,18.4
1971,Países Baixos,,,,,, por 1000 pessoas,,17.2
1971,Polónia,,,,,, por 1000 pessoas,,17.2
1971,Portugal,,,,,, por 1000 pessoas,,21.0
1971,Roménia,,,,,, por 1000 pessoas,,19.6
1971,Suécia,,,,,, por 1000 pessoas,,14.1
1972,,Portugal,,,,, por 1000 pessoas,,20.2
1972,Alemanha,,,,,, por 1000 pessoas,,11.4
1972,Áustria,,,,,, por 1000 pessoas,,13.8
1972,Bélgica,,,,,, por 1000 pessoas,,14.0
1972,Bulgária,,,,,, por 1000 pessoas,,15.3
1972,Chéquia,,,,,, por 1000 pessoas,,16.6
1972,Chipre,,,,,, por 1000 pessoas,,18.5
1972,Croácia,,,,,, por 1000 pessoas,,14.8
1972,Dinamarca,,,,,, por 1000 pessoas,,15.1
1972,Eslováquia,,,,,, por 1000 pessoas,,19.1
1972,Eslovénia,,,,,, por 1000 pessoas,,16.4
1972,Espanha,,,,,, por 1000 pessoas,,19.4
1972,Estónia,,,,,, por 1000 pessoas,,15.6
1972,Finlândia,,,,,, por 1000 pessoas,,12.7
1972,França,,,,,, por 1000 pessoas,x,
1972,Grécia,,,,,, por 1000 pessoas,,15.9
1972,Hungria,,,,,, por 1000 pessoas,,14.7
1972,Irlanda,,,,,, por 1000 pessoas,,22.6
1972,Itália,,,,,, por 1000 pessoas,,16.3
1972,Letónia,,,,,, por 1000 pessoas,,14.6
1972,Lituânia,,,,,, por 1000 pessoas,,17.0
1972,Luxemburgo,,,,,, por 1000 pessoas,,11.8
1972,Malta,,,,,, por 1000 pessoas,,17.8
1972,Países Baixos,,,,,, por 1000 pessoas,,16.1
1972,Polónia,,,,,, por 1000 pessoas,,17.5
1972,Portugal,,,,,, por 1000 pessoas,,20.2
1972,Roménia,,,,,, por 1000 pessoas,,18.8
1972,Suécia,,,,,, por 1000 pessoas,,13.8
1973,,Portugal,,,,, por 1000 pessoas,,20.0
1973,Alemanha,,,,,, por 1000 pessoas,,10.3
1973,Áustria,,,,,, por 1000 pessoas,,12.9
1973,Bélgica,,,,,, por 1000 pessoas,,13.3
1973,Bulgária,,,,,, por 1000 pessoas,,16.2
1973,Chéquia,,,,,, por 1000 pessoas,,18.3
1973,Chipre,,,,,, por 1000 pessoas,,18.3
1973,Croácia,,,,,, por 1000 pessoas,,15.1
1973,Dinamarca,,,,,, por 1000 pessoas,,14.3
1973,Eslováquia,,,,,, por 1000 pessoas,,20.0
1973,Eslovénia,,,,,, por 1000 pessoas,,16.7
1973,Espanha,,,,,, por 1000 pessoas,,19.2
1973,Estónia,,,,,, por 1000 pessoas,,15.1
1973,Finlândia,,,,,, por 1000 pessoas,,12.2
1973,França,,,,,, por 1000 pessoas,x,
1973,Grécia,,,,,, por 1000 pessoas,,15.4
1973,Hungria,,,,,, por 1000 pessoas,,15.0
1973,Irlanda,,,,,, por 1000 pessoas,,22.3
1973,Itália,,,,,, por 1000 pessoas,,16.0
1973,Letónia,,,,,, por 1000 pessoas,,14.1
1973,Lituânia,,,,,, por 1000 pessoas,,16.0
1973,Luxemburgo,,,,,, por 1000 pessoas,,10.8
1973,Malta,,,,,, por 1000 pessoas,,17.4
1973,Países Baixos,,,,,, por 1000 pessoas,,14.5
1973,Polónia,,,,,, por 1000 pessoas,,18.0
1973,Portugal,,,,,, por 1000 pessoas,,20.0
1973,Roménia,,,,,, por 1000 pessoas,,18.2
1973,Suécia,,,,,, por 1000 pessoas,,13.5
1974,,Portugal,,,,, por 1000 pessoas,,19.6
1974,Alemanha,,,,,, por 1000 pessoas,,10.1
1974,Áustria,,,,,, por 1000 pessoas,,12.8
1974,Bélgica,,,,,, por 1000 pessoas,,12.7
1974,Bulgária,,,,,, por 1000 pessoas,,17.2
1974,Chéquia,,,,,, por 1000 pessoas,,19.4
1974,Chipre,,,,,, por 1000 pessoas,,13.6
1974,Croácia,,,,,, por 1000 pessoas,,15.0
1974,Dinamarca,,,,,, por 1000 pessoas,,14.1
1974,Eslováquia,,,,,, por 1000 pessoas,,20.8
1974,Eslovénia,,,,,, por 1000 pessoas,,16.1
1974,Espanha,,,,,, por 1000 pessoas,,19.5
1974,Estónia,,,,,, por 1000 pessoas,,15.1
1974,Finlândia,,,,,, por 1000 pessoas,,13.3
1974,França,,,,,, por 1000 pessoas,x,
1974,Grécia,,,,,, por 1000 pessoas,,16.1
1974,Hungria,,,,,, por 1000 pessoas,,17.8
1974,Irlanda,,,,,, por 1000 pessoas,,22.0
1974,Itália,,,,,, por 1000 pessoas,,15.8
1974,Letónia,,,,,, por 1000 pessoas,,14.3
1974,Lituânia,,,,,, por 1000 pessoas,,15.9
1974,Luxemburgo,,,,,, por 1000 pessoas,,11.1
1974,Malta,,,,,, por 1000 pessoas,,18.0
1974,Países Baixos,,,,,, por 1000 pessoas,,13.7
1974,Polónia,,,,,, por 1000 pessoas,,18.5
1974,Portugal,,,,,, por 1000 pessoas,,19.6
1974,Roménia,,,,,, por 1000 pessoas,,20.3
1974,Suécia,,,,,, por 1000 pessoas,,13.5
1975,,Portugal,,,,, por 1000 pessoas,,19.8
1975,Alemanha,,,,,, por 1000 pessoas,,9.7
1975,Áustria,,,,,, por 1000 pessoas,,12.4
1975,Bélgica,,,,,, por 1000 pessoas,,12.2
1975,Bulgária,,,,,, por 1000 pessoas,,16.6
1975,Chéquia,,,,,, por 1000 pessoas,,19.1
1975,Chipre,,,,,, por 1000 pessoas,Quebra de série,16.0
1975,Croácia,,,,,, por 1000 pessoas,,14.9
1975,Dinamarca,,,,,, por 1000 pessoas,,14.2
1975,Eslováquia,,,,,, por 1000 pessoas,,20.6
1975,Eslovénia,,,,,, por 1000 pessoas,,16.6
1975,Espanha,,,,,, por 1000 pessoas,,18.7
1975,Estónia,,,,,, por 1000 pessoas,,14.9
1975,Finlândia,,,,,, por 1000 pessoas,,13.9
1975,França,,,,,, por 1000 pessoas,x,
1975,Grécia,,,,,, por 1000 pessoas,,15.7
1975,Hungria,,,,,, por 1000 pessoas,,18.4
1975,Irlanda,,,,,, por 1000 pessoas,,21.1
1975,Itália,,,,,, por 1000 pessoas,,14.9
1975,Letónia,,,,,, por 1000 pessoas,,14.2
1975,Lituânia,,,,,, por 1000 pessoas,,15.7
1975,Luxemburgo,,,,,, por 1000 pessoas,,11.1
1975,Malta,,,,,, por 1000 pessoas,,18.8
1975,Países Baixos,,,,,, por 1000 pessoas,,13.0
1975,Polónia,,,,,, por 1000 pessoas,,19.0
1975,Portugal,,,,,, por 1000 pessoas,,19.8
1975,Roménia,,,,,, por 1000 pessoas,,19.6
1975,Suécia,,,,,, por 1000 pessoas,,12.6
1976,,Portugal,,,,, por 1000 pessoas,,20.0
1976,Alemanha,,,,,, por 1000 pessoas,,9.8
1976,Áustria,,,,,, por 1000 pessoas,,11.6
1976,Bélgica,,,,,, por 1000 pessoas,,12.3
1976,Bulgária,,,,,, por 1000 pessoas,,16.5
1976,Chéquia,,,,,, por 1000 pessoas,,18.5
1976,Chipre,,,,,, por 1000 pessoas,,18.7
1976,Croácia,,,,,, por 1000 pessoas,,14.8
1976,Dinamarca,,,,,, por 1000 pessoas,,12.9
1976,Eslováquia,,,,,, por 1000 pessoas,,20.8
1976,Eslovénia,,,,,, por 1000 pessoas,,16.7
1976,Espanha,,,,,, por 1000 pessoas,,18.7
1976,Estónia,,,,,, por 1000 pessoas,,15.1
1976,Finlândia,,,,,, por 1000 pessoas,,14.1
1976,França,,,,,, por 1000 pessoas,x,
1976,Grécia,,,,,, por 1000 pessoas,,16.0
1976,Hungria,,,,,, por 1000 pessoas,,17.5
1976,Irlanda,,,,,, por 1000 pessoas,,20.9
1976,Itália,,,,,, por 1000 pessoas,,14.0
1976,Letónia,,,,,, por 1000 pessoas,,14.0
1976,Lituânia,,,,,, por 1000 pessoas,,15.7
1976,Luxemburgo,,,,,, por 1000 pessoas,,10.9
1976,Malta,,,,,, por 1000 pessoas,,18.6
1976,Países Baixos,,,,,, por 1000 pessoas,,12.9
1976,Polónia,,,,,, por 1000 pessoas,,19.6
1976,Portugal,,,,,, por 1000 pessoas,,20.0
1976,Roménia,,,,,, por 1000 pessoas,,19.4
1976,Suécia,,,,,, por 1000 pessoas,,12.0
1977,,Portugal,,,,, por 1000 pessoas,,19.1
1977,Alemanha,,,,,, por 1000 pessoas,,9.5
1977,Áustria,,,,,, por 1000 pessoas,,11.3
1977,Bélgica,,,,,, por 1000 pessoas,,12.4
1977,Bulgária,,,,,, por 1000 pessoas,,16.1
1977,Chéquia,,,,,, por 1000 pessoas,,17.8
1977,Chipre,,,,,, por 1000 pessoas,,18.3
1977,Croácia,,,,,, por 1000 pessoas,,14.9
1977,Dinamarca,,,,,, por 1000 pessoas,,12.2
1977,Eslováquia,,,,,, por 1000 pessoas,,20.6
1977,Eslovénia,,,,,, por 1000 pessoas,,16.2
1977,Espanha,,,,,, por 1000 pessoas,,18.0
1977,Estónia,,,,,, por 1000 pessoas,,15.2
