01. Ano,02. Nome País (Europa),03. Nome Região (Portugal),04. Âmbito Geográfico,05. Filtro 1,06. Filtro 2,07. Filtro 3,08. Escala ,09. Símbolo,10. Valor
1997,,Povoação,Município,,,, por 1000 pessoas,,13.6
1997,,Proença-a-Nova,Município,,,, por 1000 pessoas,,6.6
1997,,Redondo,Município,,,, por 1000 pessoas,,8.5
1997,,Reguengos de Monsaraz,Município,,,, por 1000 pessoas,,8.0
1997,,Resende,Município,,,, por 1000 pessoas,,9.5
1997,,Ribeira Brava,Município,,,, por 1000 pessoas,,12.9
1997,,Ribeira de Pena,Município,,,, por 1000 pessoas,,7.9
1997,,Ribeira Grande,Município,,,, por 1000 pessoas,,19.1
1997,,Rio Maior,Município,,,, por 1000 pessoas,,9.5
1997,,Sabrosa,Município,,,, por 1000 pessoas,,8.1
1997,,Sabugal,Município,,,, por 1000 pessoas,,5.8
1997,,Salvaterra de Magos,Município,,,, por 1000 pessoas,,10.0
1997,,Santa Comba Dão,Município,,,, por 1000 pessoas,,9.5
1997,,Santa Cruz,Município,,,, por 1000 pessoas,,13.7
1997,,Santa Cruz da Graciosa,Município,,,, por 1000 pessoas,,10.6
1997,,Santa Cruz das Flores,Município,,,, por 1000 pessoas,,9.0
1997,,Santa Maria da Feira,Município,,,, por 1000 pessoas,,12.7
1997,,Santa Marta de Penaguião,Município,,,, por 1000 pessoas,,9.2
1997,,Santana,Município,,,, por 1000 pessoas,,7.5
1997,,Santarém,Município,,,, por 1000 pessoas,,8.6
1997,,Santiago do Cacém,Município,,,, por 1000 pessoas,,7.0
1997,,Santo Tirso,Município,,,, por 1000 pessoas,,18.3
1997,,São Brás de Alportel,Município,,,, por 1000 pessoas,,8.8
1997,,São João da Madeira,Município,,,, por 1000 pessoas,,12.5
1997,,São João da Pesqueira,Município,,,, por 1000 pessoas,,11.1
1997,,São Pedro do Sul,Município,,,, por 1000 pessoas,,9.1
1997,,São Roque do Pico,Município,,,, por 1000 pessoas,,9.5
1997,,São Vicente,Município,,,, por 1000 pessoas,,8.1
1997,,Sardoal,Município,,,, por 1000 pessoas,,8.3
1997,,Sátão,Município,,,, por 1000 pessoas,,10.8
1997,,Seia,Município,,,, por 1000 pessoas,,8.4
1997,,Seixal,Município,,,, por 1000 pessoas,,12.9
1997,,Sernancelhe,Município,,,, por 1000 pessoas,,8.0
1997,,Serpa,Município,,,, por 1000 pessoas,,9.9
1997,,Sertã,Município,,,, por 1000 pessoas,,9.2
1997,,Sesimbra,Município,,,, por 1000 pessoas,,10.8
1997,,Setúbal,Município,,,, por 1000 pessoas,,11.2
1997,,Sever do Vouga,Município,,,, por 1000 pessoas,,9.4
1997,,Silves,Município,,,, por 1000 pessoas,,7.7
1997,,Sines,Município,,,, por 1000 pessoas,,8.2
1997,,Sintra,Município,,,, por 1000 pessoas,,13.8
1997,,Sobral de Monte Agraço,Município,,,, por 1000 pessoas,,10.7
1997,,Soure,Município,,,, por 1000 pessoas,,8.4
1997,,Sousel,Município,,,, por 1000 pessoas,,8.1
1997,,Tábua,Município,,,, por 1000 pessoas,,8.5
1997,,Tabuaço,Município,,,, por 1000 pessoas,,8.6
1997,,Tarouca,Município,,,, por 1000 pessoas,,9.1
1997,,Tavira,Município,,,, por 1000 pessoas,,7.9
1997,,Terras de Bouro,Município,,,, por 1000 pessoas,,12.2
1997,,Tomar,Município,,,, por 1000 pessoas,,9.3
1997,,Tondela,Município,,,, por 1000 pessoas,,8.3
1997,,Torre de Moncorvo,Município,,,, por 1000 pessoas,,6.6
1997,,Torres Novas,Município,,,, por 1000 pessoas,,8.3
1997,,Torres Vedras,Município,,,, por 1000 pessoas,,10.6
1997,,Trancoso,Município,,,, por 1000 pessoas,,7.4
1997,,Trofa,Município,,,, por 1000 pessoas,,0.0
1997,,Vagos,Município,,,, por 1000 pessoas,,11.2
1997,,Vale de Cambra,Município,,,, por 1000 pessoas,,9.8
1997,,Valença,Município,,,, por 1000 pessoas,,8.1
1997,,Valongo,Município,,,, por 1000 pessoas,,11.6
1997,,Valpaços,Município,,,, por 1000 pessoas,,7.6
1997,,Velas,Município,,,, por 1000 pessoas,,9.6
1997,,Vendas Novas,Município,,,, por 1000 pessoas,,8.9
1997,,Viana do Alentejo,Município,,,, por 1000 pessoas,,9.1
1997,,Viana do Castelo,Município,,,, por 1000 pessoas,,10.7
1997,,Vidigueira,Município,,,, por 1000 pessoas,,8.5
1997,,Vieira do Minho,Município,,,, por 1000 pessoas,,10.4
1997,,Vila da Praia da Vitória,Município,,,, por 1000 pessoas,,14.4
1997,,Vila de Rei,Município,,,, por 1000 pessoas,,7.3
1997,,Vila do Bispo,Município,,,, por 1000 pessoas,,6.3
1997,,Vila do Conde,Município,,,, por 1000 pessoas,,13.2
1997,,Vila do Porto,Município,,,, por 1000 pessoas,,14.5
1997,,Vila Flor,Município,,,, por 1000 pessoas,,6.6
1997,,Vila Franca de Xira,Município,,,, por 1000 pessoas,,10.9
1997,,Vila Franca do Campo,Município,,,, por 1000 pessoas,,15.7
1997,,Vila Nova da Barquinha,Município,,,, por 1000 pessoas,,10.3
1997,,Vila Nova de Cerveira,Município,,,, por 1000 pessoas,,7.4
1997,,Vila Nova de Famalicão,Município,,,, por 1000 pessoas,,12.9
1997,,Vila Nova de Foz Côa,Município,,,, por 1000 pessoas,,8.3
1997,,Vila Nova de Gaia,Município,,,, por 1000 pessoas,,12.1
1997,,Vila Nova de Paiva,Município,,,, por 1000 pessoas,,9.1
1997,,Vila Nova de Poiares,Município,,,, por 1000 pessoas,,12.6
1997,,Vila Pouca de Aguiar,Município,,,, por 1000 pessoas,,10.5
1997,,Vila Real,Município,,,, por 1000 pessoas,,11.5
1997,,Vila Real de Santo António,Município,,,, por 1000 pessoas,,10.1
1997,,Vila Velha de Ródão,Município,,,, por 1000 pessoas,,5.9
1997,,Vila Verde,Município,,,, por 1000 pessoas,,12.5
1997,,Vila Viçosa,Município,,,, por 1000 pessoas,,10.5
1997,,Vimioso,Município,,,, por 1000 pessoas,,5.5
1997,,Vinhais,Município,,,, por 1000 pessoas,,5.8
1997,,Viseu,Município,,,, por 1000 pessoas,,12.1
1997,,Vizela,Município,,,, por 1000 pessoas,,0.0
1997,,Vouzela,Município,,,, por 1000 pessoas,,8.8
1998,,Abrantes,Município,,,, por 1000 pessoas,,8.3
1998,,Águeda,Município,,,, por 1000 pessoas,,9.7
1998,,Aguiar da Beira,Município,,,, por 1000 pessoas,,9.1
1998,,Alandroal,Município,,,, por 1000 pessoas,,7.4
1998,,Albergaria-a-Velha,Município,,,, por 1000 pessoas,,11.2
1998,,Albufeira,Município,,,, por 1000 pessoas,,12.8
1998,,Alcácer do Sal,Município,,,, por 1000 pessoas,,8.3
1998,,Alcanena,Município,,,, por 1000 pessoas,,9.5
1998,,Alcobaça,Município,,,, por 1000 pessoas,,11.1
1998,,Alcochete,Município,,,, por 1000 pessoas,,8.9
1998,,Alcoutim,Município,,,, por 1000 pessoas,,6.8
1998,,Alenquer,Município,,,, por 1000 pessoas,,9.5
1998,,Alfândega da Fé,Município,,,, por 1000 pessoas,,7.2
1998,,Alijó,Município,,,, por 1000 pessoas,,10.2
1998,,Aljezur,Município,,,, por 1000 pessoas,,6.7
1998,,Aljustrel,Município,,,, por 1000 pessoas,,9.0
1998,,Almada,Município,,,, por 1000 pessoas,,11.1
1998,,Almeida,Município,,,, por 1000 pessoas,,7.0
1998,,Almeirim,Município,,,, por 1000 pessoas,,10.3
1998,,Almodôvar,Município,,,, por 1000 pessoas,,7.0
1998,,Alpiarça,Município,,,, por 1000 pessoas,,10.0
1998,,Alter do Chão,Município,,,, por 1000 pessoas,,6.2
1998,,Alvaiázere,Município,,,, por 1000 pessoas,,7.0
1998,,Alvito,Município,,,, por 1000 pessoas,,6.4
1998,,Amadora,Município,,,, por 1000 pessoas,,11.9
1998,,Amarante,Município,,,, por 1000 pessoas,,13.5
1998,,Amares,Município,,,, por 1000 pessoas,,12.6
1998,,Anadia,Município,,,, por 1000 pessoas,,9.3
1998,,Angra do Heroísmo,Município,,,, por 1000 pessoas,,13.1
1998,,Ansião,Município,,,, por 1000 pessoas,,8.8
1998,,Arcos de Valdevez,Município,,,, por 1000 pessoas,,7.2
1998,,Arganil,Município,,,, por 1000 pessoas,,7.3
1998,,Armamar,Município,,,, por 1000 pessoas,,8.1
1998,,Arouca,Município,,,, por 1000 pessoas,,11.3
1998,,Arraiolos,Município,,,, por 1000 pessoas,,7.4
1998,,Arronches,Município,,,, por 1000 pessoas,,4.6
1998,,Arruda dos Vinhos,Município,,,, por 1000 pessoas,,9.6
1998,,Aveiro,Município,,,, por 1000 pessoas,,11.6
1998,,Avis,Município,,,, por 1000 pessoas,,8.1
1998,,Azambuja,Município,,,, por 1000 pessoas,,9.8
1998,,Baião,Município,,,, por 1000 pessoas,,11.5
1998,,Barcelos,Município,,,, por 1000 pessoas,,13.7
1998,,Barrancos,Município,,,, por 1000 pessoas,,9.8
1998,,Barreiro,Município,,,, por 1000 pessoas,,8.7
1998,,Batalha,Município,,,, por 1000 pessoas,,11.4
1998,,Beja,Município,,,, por 1000 pessoas,,10.5
1998,,Belmonte,Município,,,, por 1000 pessoas,,8.8
1998,,Benavente,Município,,,, por 1000 pessoas,,11.4
1998,,Bombarral,Município,,,, por 1000 pessoas,,8.3
1998,,Borba,Município,,,, por 1000 pessoas,,7.9
1998,,Boticas,Município,,,, por 1000 pessoas,,6.4
1998,,Braga,Município,,,, por 1000 pessoas,,13.9
1998,,Bragança,Município,,,, por 1000 pessoas,,9.4
1998,,Cabeceiras de Basto,Município,,,, por 1000 pessoas,,13.3
1998,,Cadaval,Município,,,, por 1000 pessoas,,8.7
1998,,Caldas da Rainha,Município,,,, por 1000 pessoas,,10.5
1998,,Calheta [R.A.A.],Município,,,, por 1000 pessoas,,8.2
1998,,Calheta [R.A.M.],Município,,,, por 1000 pessoas,,9.1
1998,,Câmara de Lobos,Município,,,, por 1000 pessoas,,17.9
1998,,Caminha,Município,,,, por 1000 pessoas,,9.1
1998,,Campo Maior,Município,,,, por 1000 pessoas,,11.9
1998,,Cantanhede,Município,,,, por 1000 pessoas,,9.4
1998,,Carrazeda de Ansiães,Município,,,, por 1000 pessoas,,8.9
1998,,Carregal do Sal,Município,,,, por 1000 pessoas,,8.9
1998,,Cartaxo,Município,,,, por 1000 pessoas,,9.8
1998,,Cascais,Município,,,, por 1000 pessoas,,12.5
1998,,Castanheira de Pêra,Município,,,, por 1000 pessoas,,7.4
1998,,Castelo Branco,Município,,,, por 1000 pessoas,,8.7
1998,,Castelo de Paiva,Município,,,, por 1000 pessoas,,14.2
1998,,Castelo de Vide,Município,,,, por 1000 pessoas,,9.9
1998,,Castro Daire,Município,,,, por 1000 pessoas,,10.1
1998,,Castro Marim,Município,,,, por 1000 pessoas,,8.9
1998,,Castro Verde,Município,,,, por 1000 pessoas,,7.5
1998,,Celorico da Beira,Município,,,, por 1000 pessoas,,7.0
1998,,Celorico de Basto,Município,,,, por 1000 pessoas,,12.8
1998,,Chamusca,Município,,,, por 1000 pessoas,,6.1
1998,,Chaves,Município,,,, por 1000 pessoas,,7.6
1998,,Cinfães,Município,,,, por 1000 pessoas,,10.9
1998,,Coimbra,Município,,,, por 1000 pessoas,,10.7
1998,,Condeixa-a-Nova,Município,,,, por 1000 pessoas,,10.1
1998,,Constância,Município,,,, por 1000 pessoas,,5.2
1998,,Coruche,Município,,,, por 1000 pessoas,,8.2
1998,,Corvo,Município,,,, por 1000 pessoas,,4.8
1998,,Covilhã,Município,,,, por 1000 pessoas,,9.1
1998,,Crato,Município,,,, por 1000 pessoas,,7.3
1998,,Cuba,Município,,,, por 1000 pessoas,,8.4
1998,,Elvas,Município,,,, por 1000 pessoas,,11.0
1998,,Entroncamento,Município,,,, por 1000 pessoas,,13.4
1998,,Espinho,Município,,,, por 1000 pessoas,,12.4
1998,,Esposende,Município,,,, por 1000 pessoas,,12.9
1998,,Estarreja,Município,,,, por 1000 pessoas,,11.0
1998,,Estremoz,Município,,,, por 1000 pessoas,,7.5
1998,,Évora,Município,,,, por 1000 pessoas,,10.4
1998,,Fafe,Município,,,, por 1000 pessoas,,13.0
1998,,Faro,Município,,,, por 1000 pessoas,,10.4
1998,,Felgueiras,Município,,,, por 1000 pessoas,,17.2
1998,,Ferreira do Alentejo,Município,,,, por 1000 pessoas,,9.1
1998,,Ferreira do Zêzere,Município,,,, por 1000 pessoas,,7.9
1998,,Figueira da Foz,Município,,,, por 1000 pessoas,,9.7
1998,,Figueira de Castelo Rodrigo,Município,,,, por 1000 pessoas,,7.6
1998,,Figueiró dos Vinhos,Município,,,, por 1000 pessoas,,8.1
1998,,Fornos de Algodres,Município,,,, por 1000 pessoas,,6.6
1998,,Freixo de Espada à Cinta,Município,,,, por 1000 pessoas,,7.6
1998,,Fronteira,Município,,,, por 1000 pessoas,,10.5
1998,,Funchal,Município,,,, por 1000 pessoas,,12.1
1998,,Fundão,Município,,,, por 1000 pessoas,,8.6
1998,,Gavião,Município,,,, por 1000 pessoas,,6.6
1998,,Góis,Município,,,, por 1000 pessoas,,8.2
1998,,Golegã,Município,,,, por 1000 pessoas,,8.8
1998,,Gondomar,Município,,,, por 1000 pessoas,,12.1
1998,,Gouveia,Município,,,, por 1000 pessoas,,7.3
1998,,Grândola,Município,,,, por 1000 pessoas,,7.4
1998,,Guarda,Município,,,, por 1000 pessoas,,10.8
1998,,Guimarães,Município,,,, por 1000 pessoas,,14.5
1998,,Horta,Município,,,, por 1000 pessoas,,11.4
1998,,Idanha-a-Nova,Município,,,, por 1000 pessoas,,5.3
1998,,Ílhavo,Município,,,, por 1000 pessoas,,11.5
1998,,Lagoa,Município,,,, por 1000 pessoas,,11.0
1998,,Lagoa [R.A.A.],Município,,,, por 1000 pessoas,,15.7
1998,,Lagos,Município,,,, por 1000 pessoas,,10.7
1998,,Lajes das Flores,Município,,,, por 1000 pessoas,,7.8
1998,,Lajes do Pico,Município,,,, por 1000 pessoas,,7.2
1998,,Lamego,Município,,,, por 1000 pessoas,,11.5
1998,,Leiria,Município,,,, por 1000 pessoas,,11.7
1998,,Lisboa,Município,,,, por 1000 pessoas,,9.8
1998,,Loulé,Município,,,, por 1000 pessoas,,11.7
1998,,Loures,Município,,,, por 1000 pessoas,,18.7
1998,,Lourinhã,Município,,,, por 1000 pessoas,,10.4
1998,,Lousã,Município,,,, por 1000 pessoas,,10.5
1998,,Lousada,Município,,,, por 1000 pessoas,,17.4
1998,,Mação,Município,,,, por 1000 pessoas,,6.6
1998,,Macedo de Cavaleiros,Município,,,, por 1000 pessoas,,10.5
1998,,Machico,Município,,,, por 1000 pessoas,,13.3
1998,,Madalena,Município,,,, por 1000 pessoas,,10.2
1998,,Mafra,Município,,,, por 1000 pessoas,,10.6
1998,,Maia,Município,,,, por 1000 pessoas,,13.5
1998,,Mangualde,Município,,,, por 1000 pessoas,,8.7
1998,,Manteigas,Município,,,, por 1000 pessoas,,8.6
1998,,Marco de Canaveses,Município,,,, por 1000 pessoas,,15.3
1998,,Marinha Grande,Município,,,, por 1000 pessoas,,10.3
1998,,Marvão,Município,,,, por 1000 pessoas,,5.3
1998,,Matosinhos,Município,,,, por 1000 pessoas,,10.7
1998,,Mealhada,Município,,,, por 1000 pessoas,,9.9
1998,,Mêda,Município,,,, por 1000 pessoas,,6.5
1998,,Melgaço,Município,,,, por 1000 pessoas,,4.3
1998,,Mértola,Município,,,, por 1000 pessoas,,6.9
1998,,Mesão Frio,Município,,,, por 1000 pessoas,,11.9
1998,,Mira,Município,,,, por 1000 pessoas,,8.5
1998,,Miranda do Corvo,Município,,,, por 1000 pessoas,,11.0
1998,,Miranda do Douro,Município,,,, por 1000 pessoas,,6.6
1998,,Mirandela,Município,,,, por 1000 pessoas,,9.0
1998,,Mogadouro,Município,,,, por 1000 pessoas,,8.0
1998,,Moimenta da Beira,Município,,,, por 1000 pessoas,,11.4
1998,,Moita,Município,,,, por 1000 pessoas,,11.8
1998,,Monção,Município,,,, por 1000 pessoas,,5.8
1998,,Monchique,Município,,,, por 1000 pessoas,,7.1
1998,,Mondim de Basto,Município,,,, por 1000 pessoas,,10.7
1998,,Monforte,Município,,,, por 1000 pessoas,,6.6
1998,,Montalegre,Município,,,, por 1000 pessoas,,7.2
1998,,Montemor-o-Novo,Município,,,, por 1000 pessoas,,7.2
1998,,Montemor-o-Velho,Município,,,, por 1000 pessoas,,7.3
1998,,Montijo,Município,,,, por 1000 pessoas,,11.3
1998,,Mora,Município,,,, por 1000 pessoas,,6.9
1998,,Mortágua,Município,,,, por 1000 pessoas,,7.2
1998,,Moura,Município,,,, por 1000 pessoas,,11.9
1998,,Mourão,Município,,,, por 1000 pessoas,,14.7
1998,,Murça,Município,,,, por 1000 pessoas,,7.0
1998,,Murtosa,Município,,,, por 1000 pessoas,,10.4
1998,,Nazaré,Município,,,, por 1000 pessoas,,9.9
1998,,Nelas,Município,,,, por 1000 pessoas,,9.6
1998,,Nisa,Município,,,, por 1000 pessoas,,5.4
1998,,Nordeste,Município,,,, por 1000 pessoas,,14.3
1998,,Óbidos,Município,,,, por 1000 pessoas,,9.4
1998,,Odemira,Município,,,, por 1000 pessoas,,7.4
1998,,Odivelas,Município,,,, por 1000 pessoas,,0.6
1998,,Oeiras,Município,,,, por 1000 pessoas,,11.2
1998,,Oleiros,Município,,,, por 1000 pessoas,,3.7
1998,,Olhão,Município,,,, por 1000 pessoas,,9.9
1998,,Oliveira de Azeméis,Município,,,, por 1000 pessoas,,11.4
1998,,Oliveira de Frades,Município,,,, por 1000 pessoas,,9.9
1998,,Oliveira do Bairro,Município,,,, por 1000 pessoas,,10.0
1998,,Oliveira do Hospital,Município,,,, por 1000 pessoas,,11.0
1998,,Ourém,Município,,,, por 1000 pessoas,,11.4
1998,,Ourique,Município,,,, por 1000 pessoas,,8.2
1998,,Ovar,Município,,,, por 1000 pessoas,,12.5
1998,,Paços de Ferreira,Município,,,, por 1000 pessoas,,16.0
1998,,Palmela,Município,,,, por 1000 pessoas,,11.8
1998,,Pampilhosa da Serra,Município,,,, por 1000 pessoas,,3.7
1998,,Paredes,Município,,,, por 1000 pessoas,,14.2
1998,,Paredes de Coura,Município,,,, por 1000 pessoas,,6.6
1998,,Pedrógão Grande,Município,,,, por 1000 pessoas,,7.2
1998,,Penacova,Município,,,, por 1000 pessoas,,8.8
1998,,Penafiel,Município,,,, por 1000 pessoas,,15.5
1998,,Penalva do Castelo,Município,,,, por 1000 pessoas,,9.0
1998,,Penamacor,Município,,,, por 1000 pessoas,,4.6
1998,,Penedono,Município,,,, por 1000 pessoas,,10.6
1998,,Penela,Município,,,, por 1000 pessoas,,7.2
1998,,Peniche,Município,,,, por 1000 pessoas,,10.5
1998,,Peso da Régua,Município,,,, por 1000 pessoas,,11.5
1998,,Pinhel,Município,,,, por 1000 pessoas,,7.6
1998,,Pombal,Município,,,, por 1000 pessoas,,9.8
1998,,Ponta Delgada,Município,,,, por 1000 pessoas,,16.6
1998,,Ponta do Sol,Município,,,, por 1000 pessoas,,14.2
1998,,Ponte da Barca,Município,,,, por 1000 pessoas,,10.4
1998,,Ponte de Lima,Município,,,, por 1000 pessoas,,11.3
1998,,Ponte de Sor,Município,,,, por 1000 pessoas,,7.3
1998,,Portalegre,Município,,,, por 1000 pessoas,,8.6
1998,,Portel,Município,,,, por 1000 pessoas,,8.3
1998,,Portimão,Município,,,, por 1000 pessoas,,10.8
1998,,Porto,Município,,,, por 1000 pessoas,,9.9
1998,,Porto de Mós,Município,,,, por 1000 pessoas,,11.0
1998,,Porto Moniz,Município,,,, por 1000 pessoas,,9.1
1998,,Porto Santo,Município,,,, por 1000 pessoas,,9.8
1998,,Póvoa de Lanhoso,Município,,,, por 1000 pessoas,,13.6
1998,,Póvoa de Varzim,Município,,,, por 1000 pessoas,,13.8
1998,,Povoação,Município,,,, por 1000 pessoas,,15.0
1998,,Proença-a-Nova,Município,,,, por 1000 pessoas,,6.5
1998,,Redondo,Município,,,, por 1000 pessoas,,9.0
1998,,Reguengos de Monsaraz,Município,,,, por 1000 pessoas,,9.3
1998,,Resende,Município,,,, por 1000 pessoas,,11.7
1998,,Ribeira Brava,Município,,,, por 1000 pessoas,,13.7
1998,,Ribeira de Pena,Município,,,, por 1000 pessoas,,7.4
1998,,Ribeira Grande,Município,,,, por 1000 pessoas,,19.9
1998,,Rio Maior,Município,,,, por 1000 pessoas,,10.7
1998,,Sabrosa,Município,,,, por 1000 pessoas,,8.0
1998,,Sabugal,Município,,,, por 1000 pessoas,,5.2
1998,,Salvaterra de Magos,Município,,,, por 1000 pessoas,,9.4
1998,,Santa Comba Dão,Município,,,, por 1000 pessoas,,8.6
1998,,Santa Cruz,Município,,,, por 1000 pessoas,,12.3
1998,,Santa Cruz da Graciosa,Município,,,, por 1000 pessoas,,12.3
1998,,Santa Cruz das Flores,Município,,,, por 1000 pessoas,,8.6
1998,,Santa Maria da Feira,Município,,,, por 1000 pessoas,,12.3
1998,,Santa Marta de Penaguião,Município,,,, por 1000 pessoas,,9.0
1998,,Santana,Município,,,, por 1000 pessoas,,6.9
1998,,Santarém,Município,,,, por 1000 pessoas,,8.4
1998,,Santiago do Cacém,Município,,,, por 1000 pessoas,,7.5
1998,,Santo Tirso,Município,,,, por 1000 pessoas,,17.2
1998,,São Brás de Alportel,Município,,,, por 1000 pessoas,,10.0
1998,,São João da Madeira,Município,,,, por 1000 pessoas,,11.6
1998,,São João da Pesqueira,Município,,,, por 1000 pessoas,,10.0
1998,,São Pedro do Sul,Município,,,, por 1000 pessoas,,7.9
1998,,São Roque do Pico,Município,,,, por 1000 pessoas,,6.8
1998,,São Vicente,Município,,,, por 1000 pessoas,,8.6
1998,,Sardoal,Município,,,, por 1000 pessoas,,7.7
1998,,Sátão,Município,,,, por 1000 pessoas,,11.8
1998,,Seia,Município,,,, por 1000 pessoas,,7.9
1998,,Seixal,Município,,,, por 1000 pessoas,,12.6
1998,,Sernancelhe,Município,,,, por 1000 pessoas,,7.9
1998,,Serpa,Município,,,, por 1000 pessoas,,8.2
1998,,Sertã,Município,,,, por 1000 pessoas,,7.8
1998,,Sesimbra,Município,,,, por 1000 pessoas,,11.4
1998,,Setúbal,Município,,,, por 1000 pessoas,,11.2
1998,,Sever do Vouga,Município,,,, por 1000 pessoas,,9.3
1998,,Silves,Município,,,, por 1000 pessoas,,8.1
1998,,Sines,Município,,,, por 1000 pessoas,,9.4
1998,,Sintra,Município,,,, por 1000 pessoas,,14.9
1998,,Sobral de Monte Agraço,Município,,,, por 1000 pessoas,,10.7
1998,,Soure,Município,,,, por 1000 pessoas,,8.4
1998,,Sousel,Município,,,, por 1000 pessoas,,6.6
1998,,Tábua,Município,,,, por 1000 pessoas,,11.2
1998,,Tabuaço,Município,,,, por 1000 pessoas,,11.5
1998,,Tarouca,Município,,,, por 1000 pessoas,,12.1
1998,,Tavira,Município,,,, por 1000 pessoas,,8.0
1998,,Terras de Bouro,Município,,,, por 1000 pessoas,,9.8
1998,,Tomar,Município,,,, por 1000 pessoas,,9.3
1998,,Tondela,Município,,,, por 1000 pessoas,,8.0
1998,,Torre de Moncorvo,Município,,,, por 1000 pessoas,,7.9
1998,,Torres Novas,Município,,,, por 1000 pessoas,,8.9
1998,,Torres Vedras,Município,,,, por 1000 pessoas,,10.7
1998,,Trancoso,Município,,,, por 1000 pessoas,,7.3
1998,,Trofa,Município,,,, por 1000 pessoas,,0.5
1998,,Vagos,Município,,,, por 1000 pessoas,,10.4
1998,,Vale de Cambra,Município,,,, por 1000 pessoas,,10.3
1998,,Valença,Município,,,, por 1000 pessoas,,8.7
1998,,Valongo,Município,,,, por 1000 pessoas,,12.1
1998,,Valpaços,Município,,,, por 1000 pessoas,,8.0
1998,,Velas,Município,,,, por 1000 pessoas,,9.8
1998,,Vendas Novas,Município,,,, por 1000 pessoas,,8.5
1998,,Viana do Alentejo,Município,,,, por 1000 pessoas,,9.4
1998,,Viana do Castelo,Município,,,, por 1000 pessoas,,10.7
1998,,Vidigueira,Município,,,, por 1000 pessoas,,8.5
1998,,Vieira do Minho,Município,,,, por 1000 pessoas,,10.4
1998,,Vila da Praia da Vitória,Município,,,, por 1000 pessoas,,12.4
1998,,Vila de Rei,Município,,,, por 1000 pessoas,,6.2
1998,,Vila do Bispo,Município,,,, por 1000 pessoas,,7.1
1998,,Vila do Conde,Município,,,, por 1000 pessoas,,13.0
1998,,Vila do Porto,Município,,,, por 1000 pessoas,,10.7
1998,,Vila Flor,Município,,,, por 1000 pessoas,,9.8
1998,,Vila Franca de Xira,Município,,,, por 1000 pessoas,,11.6
1998,,Vila Franca do Campo,Município,,,, por 1000 pessoas,,14.4
1998,,Vila Nova da Barquinha,Município,,,, por 1000 pessoas,,6.4
1998,,Vila Nova de Cerveira,Município,,,, por 1000 pessoas,,7.9
1998,,Vila Nova de Famalicão,Município,,,, por 1000 pessoas,,13.5
1998,,Vila Nova de Foz Côa,Município,,,, por 1000 pessoas,,7.0
1998,,Vila Nova de Gaia,Município,,,, por 1000 pessoas,,12.3
1998,,Vila Nova de Paiva,Município,,,, por 1000 pessoas,,11.0
1998,,Vila Nova de Poiares,Município,,,, por 1000 pessoas,,11.1
1998,,Vila Pouca de Aguiar,Município,,,, por 1000 pessoas,,9.3
1998,,Vila Real,Município,,,, por 1000 pessoas,,10.6
1998,,Vila Real de Santo António,Município,,,, por 1000 pessoas,,10.4
1998,,Vila Velha de Ródão,Município,,,, por 1000 pessoas,,4.7
1998,,Vila Verde,Município,,,, por 1000 pessoas,,13.9
1998,,Vila Viçosa,Município,,,, por 1000 pessoas,,8.7
1998,,Vimioso,Município,,,, por 1000 pessoas,,5.3
1998,,Vinhais,Município,,,, por 1000 pessoas,,6.8
1998,,Viseu,Município,,,, por 1000 pessoas,,12.7
1998,,Vizela,Município,,,, por 1000 pessoas,,2.6
1998,,Vouzela,Município,,,, por 1000 pessoas,,9.6
1999,,Abrantes,Município,,,, por 1000 pessoas,,9.8
1999,,Águeda,Município,,,, por 1000 pessoas,,10.8
1999,,Aguiar da Beira,Município,,,, por 1000 pessoas,,9.6
1999,,Alandroal,Município,,,, por 1000 pessoas,,7.2
1999,,Albergaria-a-Velha,Município,,,, por 1000 pessoas,,10.4
1999,,Albufeira,Município,,,, por 1000 pessoas,,13.1
1999,,Alcácer do Sal,Município,,,, por 1000 pessoas,,7.2
1999,,Alcanena,Município,,,, por 1000 pessoas,,8.4
1999,,Alcobaça,Município,,,, por 1000 pessoas,,11.4
1999,,Alcochete,Município,,,, por 1000 pessoas,,10.8
1999,,Alcoutim,Município,,,, por 1000 pessoas,,4.9
1999,,Alenquer,Município,,,, por 1000 pessoas,,10.7
1999,,Alfândega da Fé,Município,,,, por 1000 pessoas,,6.8
1999,,Alijó,Município,,,, por 1000 pessoas,,7.8
1999,,Aljezur,Município,,,, por 1000 pessoas,,7.2
1999,,Aljustrel,Município,,,, por 1000 pessoas,,7.2
1999,,Almada,Município,,,, por 1000 pessoas,,11.5
1999,,Almeida,Município,,,, por 1000 pessoas,,6.5
1999,,Almeirim,Município,,,, por 1000 pessoas,,10.6
1999,,Almodôvar,Município,,,, por 1000 pessoas,,6.4
1999,,Alpiarça,Município,,,, por 1000 pessoas,,8.6
1999,,Alter do Chão,Município,,,, por 1000 pessoas,,8.0
1999,,Alvaiázere,Município,,,, por 1000 pessoas,,8.4
1999,,Alvito,Município,,,, por 1000 pessoas,,6.0
1999,,Amadora,Município,,,, por 1000 pessoas,,12.2
1999,,Amarante,Município,,,, por 1000 pessoas,,13.4
1999,,Amares,Município,,,, por 1000 pessoas,,13.3
1999,,Anadia,Município,,,, por 1000 pessoas,,8.9
1999,,Angra do Heroísmo,Município,,,, por 1000 pessoas,,13.4
