Year,Municipality,Population,Mortality_per_1000,Infant_mortality_per_1000,Births_per_1000,Unemployed_total,Average_income,Pharmacies_total,Total_crimes,Marriages_per_1000,Divorces_per_1000
2024.0,Vendas Novas,11591.0,16.5,20.0,8.6,293.0,1248.7,4.0,334.0,4.2,1.7
2024.0,Viana Do Alentejo,5592.0,16.4,0.0,7.2,125.0,1091.0,4.0,200.0,3.8,1.4
2024.0,Viana Do Castelo,86975.0,11.1,3.2,7.3,1963.0,1341.1,27.0,2520.0,3.9,1.8
2024.0,Vidigueira,5261.0,20.0,0.0,5.9,239.0,1219.0,2.0,190.0,2.7,0.6
2024.0,Vieira Do Minho,12067.0,12.7,0.0,4.1,452.0,1021.5,4.0,266.0,2.5,1.7
2024.0,Vila Da Praia Da Vitoria,19862.0,9.8,0.0,7.3,,1239.7,6.0,592.0,2.9,2.0
2024.0,Vila De Rei,3455.0,24.1,0.0,5.5,71.0,1007.7,1.0,62.0,2.0,1.5
2024.0,Vila Do Bispo,6048.0,13.2,0.0,8.5,169.0,1120.4,2.0,356.0,7.5,1.0
2024.0,Vila Do Conde,85871.0,8.9,1.7,7.0,2379.0,1363.8,18.0,2229.0,5.4,1.9
2024.0,Vila Do Porto,5504.0,12.5,0.0,7.6,,2142.2,2.0,134.0,4.2,2.4
2024.0,Vila Flor,6022.0,18.4,0.0,4.8,247.0,1106.8,2.0,153.0,1.7,1.2
2024.0,Vila Franca De Xira,140711.0,8.4,1.5,9.6,4275.0,1475.2,29.0,3321.0,2.7,1.5
2024.0,Vila Franca Do Campo,10368.0,10.1,0.0,7.8,,1057.4,2.0,263.0,1.9,1.3
2024.0,Vila Nova Da Barquinha,8032.0,12.6,0.0,8.9,177.0,1117.3,3.0,215.0,10.4,1.3
2024.0,Vila Nova De Cerveira,9425.0,14.8,0.0,7.5,262.0,1317.9,3.0,330.0,3.5,1.8
2024.0,Vila Nova De Famalicao,136704.0,9.0,0.9,8.1,3803.0,1347.6,29.0,2757.0,3.0,1.7
2024.0,Vila Nova De Foz Coa,6383.0,15.4,0.0,4.2,169.0,1097.8,4.0,239.0,2.0,1.4
2024.0,Vila Nova De Gaia,312984.0,9.4,4.4,7.3,10991.0,1392.3,66.0,8217.0,3.0,1.9
2024.0,Vila Nova De Paiva,4836.0,12.3,0.0,5.2,119.0,1048.4,1.0,79.0,3.8,1.7
2024.0,Vila Nova De Poiares,7261.0,15.4,0.0,8.5,182.0,1178.4,2.0,141.0,4.4,1.8
2024.0,Vila Pouca De Aguiar,11819.0,15.0,0.0,4.1,411.0,1061.5,4.0,251.0,1.6,1.6
2024.0,Vila Real,50043.0,10.6,0.0,6.1,2353.0,1308.6,16.0,1205.0,3.3,1.9
2024.0,Vila Real De Santo Antonio,19546.0,12.8,0.0,7.9,582.0,1179.5,5.0,939.0,2.9,1.5
2024.0,Vila Velha De Rodao,3577.0,22.3,0.0,6.5,79.0,1547.3,1.0,119.0,0.6,0.6
2024.0,Vila Verde,48701.0,9.3,2.6,8.1,1150.0,1096.1,11.0,1308.0,3.4,1.4
2024.0,Vila Vicosa,7267.0,15.4,0.0,4.4,150.0,1254.9,5.0,192.0,3.0,1.5
2024.0,Vimioso,4174.0,20.8,0.0,4.1,98.0,1006.4,3.0,108.0,3.4,1.2
2024.0,Vinhais,7355.0,20.9,0.0,3.4,275.0,998.2,3.0,141.0,0.7,0.9
2024.0,Viseu,103502.0,10.5,3.7,7.8,2721.0,1255.0,26.0,2671.0,2.8,2.0
2024.0,Vizela,24688.0,7.1,0.0,8.4,962.0,1104.9,4.0,411.0,2.4,1.6
2024.0,Vouzela,9807.0,13.3,0.0,4.9,202.0,1127.6,4.0,234.0,2.4,1.3
